Task,Variant,Group,Tool,File1,File2,Score
T1_WordCount,_cff,gemini,sdhash,3_cff,5_cff,013
T1_WordCount,_cff,gemini,radiff2,1_cff,2_cff,0.94
T1_WordCount,_cff,gemini,radiff2,1_cff,3_cff,0.914
T1_WordCount,_cff,gemini,radiff2,1_cff,4_cff,0.933
T1_WordCount,_cff,gemini,radiff2,1_cff,5_cff,0.927
T1_WordCount,_cff,gemini,radiff2,2_cff,3_cff,0.901
T1_WordCount,_cff,gemini,radiff2,2_cff,4_cff,0.925
T1_WordCount,_cff,gemini,radiff2,2_cff,5_cff,0.918
T1_WordCount,_cff,gemini,radiff2,3_cff,4_cff,0.915
T1_WordCount,_cff,gemini,radiff2,3_cff,5_cff,0.929
T1_WordCount,_cff,gemini,radiff2,4_cff,5_cff,0.95
T1_WordCount,_cff,gpt5,ssdeep,1_cff,2_cff,0
T1_WordCount,_cff,gpt5,ssdeep,1_cff,3_cff,0
T1_WordCount,_cff,gpt5,ssdeep,1_cff,4_cff,0
T1_WordCount,_cff,gpt5,ssdeep,1_cff,5_cff,0
T1_WordCount,_cff,gpt5,ssdeep,2_cff,3_cff,0
T1_WordCount,_cff,gpt5,ssdeep,2_cff,4_cff,0
T1_WordCount,_cff,gpt5,ssdeep,2_cff,5_cff,0
T1_WordCount,_cff,gpt5,ssdeep,3_cff,4_cff,58
T1_WordCount,_cff,gpt5,ssdeep,3_cff,5_cff,0
T1_WordCount,_cff,gpt5,ssdeep,4_cff,5_cff,0
T1_WordCount,_cff,gpt5,sdhash,4_cff,5_cff,010
T1_WordCount,_cff,gpt5,sdhash,2_cff,1_cff,015
T1_WordCount,_cff,gpt5,sdhash,2_cff,3_cff,010
T1_WordCount,_cff,gpt5,sdhash,2_cff,4_cff,011
T1_WordCount,_cff,gpt5,sdhash,2_cff,5_cff,016
T1_WordCount,_cff,gpt5,sdhash,1_cff,3_cff,013
T1_WordCount,_cff,gpt5,sdhash,1_cff,4_cff,018
T1_WordCount,_cff,gpt5,sdhash,1_cff,5_cff,016
T1_WordCount,_cff,gpt5,sdhash,3_cff,4_cff,063
T1_WordCount,_cff,gpt5,sdhash,3_cff,5_cff,012
T1_WordCount,_cff,gpt5,radiff2,1_cff,2_cff,0.899
T1_WordCount,_cff,gpt5,radiff2,1_cff,3_cff,0.94
T1_WordCount,_cff,gpt5,radiff2,1_cff,4_cff,0.938
T1_WordCount,_cff,gpt5,radiff2,1_cff,5_cff,0.92
T1_WordCount,_cff,gpt5,radiff2,2_cff,3_cff,0.911
T1_WordCount,_cff,gpt5,radiff2,2_cff,4_cff,0.905
T1_WordCount,_cff,gpt5,radiff2,2_cff,5_cff,0.927
T1_WordCount,_cff,gpt5,radiff2,3_cff,4_cff,0.972
T1_WordCount,_cff,gpt5,radiff2,3_cff,5_cff,0.939
T1_WordCount,_cff,gpt5,radiff2,4_cff,5_cff,0.933
T1_WordCount,_elit,human,ssdeep,1_elit,2_elit,0
T1_WordCount,_elit,human,ssdeep,1_elit,3_elit,0
T1_WordCount,_elit,human,ssdeep,1_elit,4_elit,0
T1_WordCount,_elit,human,ssdeep,1_elit,5_elit,0
T1_WordCount,_elit,human,ssdeep,2_elit,3_elit,0
T1_WordCount,_elit,human,ssdeep,2_elit,4_elit,0
T1_WordCount,_elit,human,ssdeep,2_elit,5_elit,0
T1_WordCount,_elit,human,ssdeep,3_elit,4_elit,0
T1_WordCount,_elit,human,ssdeep,3_elit,5_elit,0
T1_WordCount,_elit,human,ssdeep,4_elit,5_elit,0
T1_WordCount,_elit,human,sdhash,4_elit,5_elit,011
T1_WordCount,_elit,human,sdhash,1_elit,4_elit,010
T1_WordCount,_elit,human,sdhash,2_elit,3_elit,008
T1_WordCount,_elit,human,sdhash,1_elit,5_elit,007
T1_WordCount,_elit,human,sdhash,2_elit,1_elit,007
T1_WordCount,_elit,human,sdhash,2_elit,4_elit,010
T1_WordCount,_elit,human,sdhash,2_elit,5_elit,008
T1_WordCount,_elit,human,sdhash,3_elit,1_elit,011
T1_WordCount,_elit,human,sdhash,3_elit,4_elit,012
T1_WordCount,_elit,human,sdhash,3_elit,5_elit,011
T1_WordCount,_elit,human,radiff2,1_elit,2_elit,0.694
T1_WordCount,_elit,human,radiff2,1_elit,3_elit,0.744
T1_WordCount,_elit,human,radiff2,1_elit,4_elit,0.796
T1_WordCount,_elit,human,radiff2,1_elit,5_elit,0.795
T1_WordCount,_elit,human,radiff2,2_elit,3_elit,0.728
T1_WordCount,_elit,human,radiff2,2_elit,4_elit,0.682
T1_WordCount,_elit,human,radiff2,2_elit,5_elit,0.707
T1_WordCount,_elit,human,radiff2,3_elit,4_elit,0.724
T1_WordCount,_elit,human,radiff2,3_elit,5_elit,0.759
T1_WordCount,_elit,human,radiff2,4_elit,5_elit,0.804
T1_WordCount,_elit,gemini,ssdeep,1_elit,2_elit,0
T1_WordCount,_elit,gemini,ssdeep,1_elit,3_elit,0
T1_WordCount,_elit,gemini,ssdeep,1_elit,4_elit,0
T1_WordCount,_elit,gemini,ssdeep,1_elit,5_elit,0
T1_WordCount,_elit,gemini,ssdeep,2_elit,3_elit,0
T1_WordCount,_elit,gemini,ssdeep,2_elit,4_elit,0
T1_WordCount,_elit,gemini,ssdeep,2_elit,5_elit,0
T1_WordCount,_elit,gemini,ssdeep,3_elit,4_elit,0
T1_WordCount,_elit,gemini,ssdeep,3_elit,5_elit,0
T1_WordCount,_elit,gemini,ssdeep,4_elit,5_elit,0
T1_WordCount,_elit,gemini,sdhash,3_elit,5_elit,009
T1_WordCount,_elit,gemini,sdhash,2_elit,3_elit,010
T1_WordCount,_elit,gemini,sdhash,1_elit,4_elit,051
T1_WordCount,_elit,gemini,sdhash,2_elit,5_elit,052
T1_WordCount,_elit,gemini,sdhash,1_elit,2_elit,050
T1_WordCount,_elit,gemini,sdhash,1_elit,3_elit,011
T1_WordCount,_elit,gemini,sdhash,1_elit,5_elit,054
T1_WordCount,_elit,gemini,sdhash,4_elit,2_elit,054
T1_WordCount,_elit,gemini,sdhash,4_elit,3_elit,009
T1_WordCount,_elit,gemini,sdhash,4_elit,5_elit,053
T1_WordCount,_elit,gemini,radiff2,1_elit,2_elit,0.92
T1_WordCount,_elit,gemini,radiff2,1_elit,3_elit,0.835
T1_WordCount,_elit,gemini,radiff2,1_elit,4_elit,0.853
T1_WordCount,_elit,gemini,radiff2,1_elit,5_elit,0.86
T1_WordCount,_elit,gemini,radiff2,2_elit,3_elit,0.82
T1_WordCount,_elit,gemini,radiff2,2_elit,4_elit,0.859
T1_WordCount,_elit,gemini,radiff2,2_elit,5_elit,0.845
T1_WordCount,_elit,gemini,radiff2,3_elit,4_elit,0.831
T1_WordCount,_elit,gemini,radiff2,3_elit,5_elit,0.843
T1_WordCount,_elit,gemini,radiff2,4_elit,5_elit,0.913
T1_WordCount,_elit,gpt5,ssdeep,1_elit,2_elit,0
T1_WordCount,_elit,gpt5,ssdeep,1_elit,3_elit,0
T1_WordCount,_elit,gpt5,ssdeep,1_elit,4_elit,0
T1_WordCount,_elit,gpt5,ssdeep,1_elit,5_elit,0
T1_WordCount,_elit,gpt5,ssdeep,2_elit,3_elit,0
T1_WordCount,_elit,gpt5,ssdeep,2_elit,4_elit,0
T1_WordCount,_elit,gpt5,ssdeep,2_elit,5_elit,0
T1_WordCount,_elit,gpt5,ssdeep,3_elit,4_elit,0
T1_WordCount,_elit,gpt5,ssdeep,3_elit,5_elit,0
T1_WordCount,_elit,gpt5,ssdeep,4_elit,5_elit,0
T1_WordCount,_elit,gpt5,sdhash,3_elit,5_elit,062
T1_WordCount,_elit,gpt5,sdhash,2_elit,1_elit,014
T1_WordCount,_elit,gpt5,sdhash,4_elit,3_elit,058
T1_WordCount,_elit,gpt5,sdhash,2_elit,4_elit,016
T1_WordCount,_elit,gpt5,sdhash,4_elit,5_elit,057
T1_WordCount,_elit,gpt5,sdhash,2_elit,3_elit,013
T1_WordCount,_elit,gpt5,sdhash,2_elit,5_elit,019
T1_WordCount,_elit,gpt5,sdhash,1_elit,4_elit,011
T1_WordCount,_elit,gpt5,sdhash,1_elit,3_elit,015
T1_WordCount,_elit,gpt5,sdhash,1_elit,5_elit,012
T1_WordCount,_elit,gpt5,radiff2,1_elit,2_elit,0.847
T1_WordCount,_elit,gpt5,radiff2,1_elit,3_elit,0.88
T1_WordCount,_elit,gpt5,radiff2,1_elit,4_elit,0.886
T1_WordCount,_elit,gpt5,radiff2,1_elit,5_elit,0.886
T1_WordCount,_elit,gpt5,radiff2,2_elit,3_elit,0.856
T1_WordCount,_elit,gpt5,radiff2,2_elit,4_elit,0.858
T1_WordCount,_elit,gpt5,radiff2,2_elit,5_elit,0.86
T1_WordCount,_elit,gpt5,radiff2,3_elit,4_elit,0.904
T1_WordCount,_elit,gpt5,radiff2,3_elit,5_elit,0.897
T1_WordCount,_elit,gpt5,radiff2,4_elit,5_elit,0.903
T1_WordCount,_stripped,human,ssdeep,1_stripped,2_stripped,0
T1_WordCount,_stripped,human,ssdeep,1_stripped,3_stripped,0
T1_WordCount,_stripped,human,ssdeep,1_stripped,4_stripped,0
T1_WordCount,_stripped,human,ssdeep,1_stripped,5_stripped,0
T1_WordCount,_stripped,human,ssdeep,2_stripped,3_stripped,0
T1_WordCount,_stripped,human,ssdeep,2_stripped,4_stripped,0
T1_WordCount,_stripped,human,ssdeep,2_stripped,5_stripped,0
T1_WordCount,_stripped,human,ssdeep,3_stripped,4_stripped,0
T1_WordCount,_stripped,human,ssdeep,3_stripped,5_stripped,0
T1_WordCount,_stripped,human,ssdeep,4_stripped,5_stripped,0
T1_WordCount,_stripped,human,sdhash,2_stripped,3_stripped,020
T1_WordCount,_stripped,human,sdhash,1_stripped,4_stripped,023
T1_WordCount,_stripped,human,sdhash,2_stripped,1_stripped,017
T1_WordCount,_stripped,human,sdhash,1_stripped,5_stripped,013
T1_WordCount,_stripped,human,sdhash,2_stripped,4_stripped,021
T1_WordCount,_stripped,human,sdhash,4_stripped,5_stripped,015
T1_WordCount,_stripped,human,sdhash,2_stripped,5_stripped,012
T1_WordCount,_stripped,human,sdhash,3_stripped,1_stripped,016
T1_WordCount,_stripped,human,sdhash,3_stripped,4_stripped,019
T1_WordCount,_stripped,human,sdhash,3_stripped,5_stripped,014
T1_WordCount,_stripped,human,radiff2,1_stripped,2_stripped,0.862
T1_WordCount,_stripped,human,radiff2,1_stripped,3_stripped,0.873
T1_WordCount,_stripped,human,radiff2,1_stripped,4_stripped,0.912
T1_WordCount,_stripped,human,radiff2,1_stripped,5_stripped,0.906
T1_WordCount,_stripped,human,radiff2,2_stripped,3_stripped,0.88
T1_WordCount,_stripped,human,radiff2,2_stripped,4_stripped,0.851
T1_WordCount,_stripped,human,radiff2,2_stripped,5_stripped,0.844
T1_WordCount,_stripped,human,radiff2,3_stripped,4_stripped,0.858
T1_WordCount,_stripped,human,radiff2,3_stripped,5_stripped,0.857
T1_WordCount,_stripped,human,radiff2,4_stripped,5_stripped,0.921
T1_WordCount,_stripped,gemini,ssdeep,1_stripped,2_stripped,0
T1_WordCount,_stripped,gemini,ssdeep,1_stripped,3_stripped,0
T1_WordCount,_stripped,gemini,ssdeep,1_stripped,4_stripped,0
T1_WordCount,_stripped,gemini,ssdeep,1_stripped,5_stripped,0
T1_WordCount,_stripped,gemini,ssdeep,2_stripped,3_stripped,0
T1_WordCount,_stripped,gemini,ssdeep,2_stripped,4_stripped,0
T1_WordCount,_stripped,gemini,ssdeep,2_stripped,5_stripped,0
T1_WordCount,_stripped,gemini,ssdeep,3_stripped,4_stripped,0
T1_WordCount,_stripped,gemini,ssdeep,3_stripped,5_stripped,0
T1_WordCount,_stripped,gemini,ssdeep,4_stripped,5_stripped,0
T1_WordCount,_stripped,gemini,sdhash,3_stripped,5_stripped,026
T1_WordCount,_stripped,gemini,sdhash,2_stripped,3_stripped,021
T1_WordCount,_stripped,gemini,sdhash,1_stripped,4_stripped,049
T1_WordCount,_stripped,gemini,sdhash,2_stripped,5_stripped,022
T1_WordCount,_stripped,gemini,sdhash,1_stripped,2_stripped,023
T1_WordCount,_stripped,gemini,sdhash,1_stripped,3_stripped,021
T1_WordCount,_stripped,gemini,sdhash,1_stripped,5_stripped,026
T1_WordCount,_stripped,gemini,sdhash,4_stripped,2_stripped,022
T1_WordCount,_stripped,gemini,sdhash,4_stripped,3_stripped,021
T1_WordCount,_stripped,gemini,sdhash,4_stripped,5_stripped,023
T1_WordCount,_stripped,gemini,radiff2,1_stripped,2_stripped,0.963
T1_WordCount,_stripped,gemini,radiff2,1_stripped,3_stripped,0.947
T1_WordCount,_stripped,gemini,radiff2,1_stripped,4_stripped,0.964
T1_WordCount,_stripped,gemini,radiff2,1_stripped,5_stripped,0.956
T1_WordCount,_stripped,gemini,radiff2,2_stripped,3_stripped,0.934
T1_WordCount,_stripped,gemini,radiff2,2_stripped,4_stripped,0.952
T1_WordCount,_stripped,gemini,radiff2,2_stripped,5_stripped,0.943
T1_WordCount,_stripped,gemini,radiff2,3_stripped,4_stripped,0.945
T1_WordCount,_stripped,gemini,radiff2,3_stripped,5_stripped,0.955
T1_WordCount,_stripped,gemini,radiff2,4_stripped,5_stripped,0.968
T1_WordCount,_stripped,gpt5,ssdeep,1_stripped,2_stripped,0
T1_WordCount,_stripped,gpt5,ssdeep,1_stripped,3_stripped,0
T1_WordCount,_stripped,gpt5,ssdeep,1_stripped,4_stripped,0
T1_WordCount,_stripped,gpt5,ssdeep,1_stripped,5_stripped,0
T1_WordCount,_stripped,gpt5,ssdeep,2_stripped,3_stripped,0
T1_WordCount,_stripped,gpt5,ssdeep,2_stripped,4_stripped,0
T1_WordCount,_stripped,gpt5,ssdeep,2_stripped,5_stripped,0
T1_WordCount,_stripped,gpt5,ssdeep,3_stripped,4_stripped,0
T1_WordCount,_stripped,gpt5,ssdeep,3_stripped,5_stripped,0
T1_WordCount,_stripped,gpt5,ssdeep,4_stripped,5_stripped,0
T1_WordCount,_stripped,gpt5,sdhash,2_stripped,1_stripped,024
T1_WordCount,_stripped,gpt5,sdhash,3_stripped,4_stripped,077
T1_WordCount,_stripped,gpt5,sdhash,4_stripped,5_stripped,025
T1_WordCount,_stripped,gpt5,sdhash,2_stripped,3_stripped,023
T1_WordCount,_stripped,gpt5,sdhash,3_stripped,5_stripped,027
T1_WordCount,_stripped,gpt5,sdhash,2_stripped,4_stripped,022
T1_WordCount,_stripped,gpt5,sdhash,2_stripped,5_stripped,022
T1_WordCount,_stripped,gpt5,sdhash,1_stripped,3_stripped,024
T1_WordCount,_stripped,gpt5,sdhash,1_stripped,4_stripped,026
T1_WordCount,_stripped,gpt5,sdhash,1_stripped,5_stripped,022
T1_WordCount,_stripped,gpt5,radiff2,1_stripped,2_stripped,0.922
T1_WordCount,_stripped,gpt5,radiff2,1_stripped,3_stripped,0.96
T1_WordCount,_stripped,gpt5,radiff2,1_stripped,4_stripped,0.954
T1_WordCount,_stripped,gpt5,radiff2,1_stripped,5_stripped,0.942
T1_WordCount,_stripped,gpt5,radiff2,2_stripped,3_stripped,0.936
T1_WordCount,_stripped,gpt5,radiff2,2_stripped,4_stripped,0.939
T1_WordCount,_stripped,gpt5,radiff2,2_stripped,5_stripped,0.952
T1_WordCount,_stripped,gpt5,radiff2,3_stripped,4_stripped,0.981
T1_WordCount,_stripped,gpt5,radiff2,3_stripped,5_stripped,0.958
T1_WordCount,_stripped,gpt5,radiff2,4_stripped,5_stripped,0.957
T2_BubbleSort,_base,human,ssdeep,1_base,2_base,0
T2_BubbleSort,_base,human,ssdeep,1_base,3_base,65
T2_BubbleSort,_base,human,ssdeep,1_base,4_base,0
T2_BubbleSort,_base,human,ssdeep,1_base,5_base,0
T2_BubbleSort,_base,human,ssdeep,2_base,3_base,0
T2_BubbleSort,_base,human,ssdeep,2_base,4_base,0
T2_BubbleSort,_base,human,ssdeep,2_base,5_base,0
T2_BubbleSort,_base,human,ssdeep,3_base,4_base,0
T2_BubbleSort,_base,human,ssdeep,3_base,5_base,0
T2_BubbleSort,_base,human,ssdeep,4_base,5_base,0
T2_BubbleSort,_base,human,sdhash,3_base,5_base,023
T2_BubbleSort,_base,human,sdhash,1_base,3_base,082
T2_BubbleSort,_base,human,sdhash,2_base,4_base,027
T2_BubbleSort,_base,human,sdhash,1_base,5_base,021
T2_BubbleSort,_base,human,sdhash,2_base,1_base,022
T2_BubbleSort,_base,human,sdhash,2_base,3_base,019
T2_BubbleSort,_base,human,sdhash,2_base,5_base,016
T2_BubbleSort,_base,human,sdhash,4_base,1_base,021
T2_BubbleSort,_base,human,sdhash,4_base,3_base,019
T2_BubbleSort,_base,human,sdhash,4_base,5_base,018
T2_BubbleSort,_base,human,radiff2,1_base,2_base,0.949
T2_BubbleSort,_base,human,radiff2,1_base,3_base,0.983
T2_BubbleSort,_base,human,radiff2,1_base,4_base,0.957
T2_BubbleSort,_base,human,radiff2,1_base,5_base,0.965
T2_BubbleSort,_base,human,radiff2,2_base,3_base,0.949
T2_BubbleSort,_base,human,radiff2,2_base,4_base,0.943
T2_BubbleSort,_base,human,radiff2,2_base,5_base,0.941
T2_BubbleSort,_base,human,radiff2,3_base,4_base,0.952
T2_BubbleSort,_base,human,radiff2,3_base,5_base,0.964
T2_BubbleSort,_base,human,radiff2,4_base,5_base,0.941
T2_BubbleSort,_base,gemini,ssdeep,1_base,2_base,60
T2_BubbleSort,_base,gemini,ssdeep,1_base,3_base,46
T2_BubbleSort,_base,gemini,ssdeep,1_base,4_base,43
T2_BubbleSort,_base,gemini,ssdeep,1_base,5_base,60
T2_BubbleSort,_base,gemini,ssdeep,2_base,3_base,47
T2_BubbleSort,_base,gemini,ssdeep,2_base,4_base,44
T2_BubbleSort,_base,gemini,ssdeep,2_base,5_base,57
T2_BubbleSort,_base,gemini,ssdeep,3_base,4_base,43
T2_BubbleSort,_base,gemini,ssdeep,3_base,5_base,44
T2_BubbleSort,_base,gemini,ssdeep,4_base,5_base,55
T2_BubbleSort,_base,gemini,sdhash,4_base,2_base,065
T2_BubbleSort,_base,gemini,sdhash,3_base,5_base,064
T2_BubbleSort,_base,gemini,sdhash,4_base,1_base,056
T2_BubbleSort,_base,gemini,sdhash,1_base,3_base,055
T2_BubbleSort,_base,gemini,sdhash,4_base,3_base,068
T2_BubbleSort,_base,gemini,sdhash,1_base,5_base,054
T2_BubbleSort,_base,gemini,sdhash,4_base,5_base,067
T2_BubbleSort,_base,gemini,sdhash,2_base,1_base,053
T2_BubbleSort,_base,gemini,sdhash,2_base,3_base,065
T2_BubbleSort,_base,gemini,sdhash,2_base,5_base,059
T2_BubbleSort,_base,gemini,radiff2,1_base,2_base,0.966
T2_BubbleSort,_base,gemini,radiff2,1_base,3_base,0.964
T2_BubbleSort,_base,gemini,radiff2,1_base,4_base,0.967
T2_BubbleSort,_base,gemini,radiff2,1_base,5_base,0.97
T2_BubbleSort,_base,gemini,radiff2,2_base,3_base,0.972
T2_BubbleSort,_base,gemini,radiff2,2_base,4_base,0.972
T2_BubbleSort,_base,gemini,radiff2,2_base,5_base,0.966
T2_BubbleSort,_base,gemini,radiff2,3_base,4_base,0.984
T2_BubbleSort,_base,gemini,radiff2,3_base,5_base,0.968
T2_BubbleSort,_base,gemini,radiff2,4_base,5_base,0.969
T2_BubbleSort,O0,human,ssdeep,1_O0,2_O0,0
T2_BubbleSort,O0,human,ssdeep,1_O0,3_O0,63
T2_BubbleSort,O0,human,ssdeep,1_O0,4_O0,0
T2_BubbleSort,O0,human,ssdeep,1_O0,5_O0,0
T2_BubbleSort,O0,human,ssdeep,2_O0,3_O0,0
T2_BubbleSort,O0,human,ssdeep,2_O0,4_O0,0
T2_BubbleSort,O0,human,ssdeep,2_O0,5_O0,0
T2_BubbleSort,O0,human,ssdeep,3_O0,4_O0,0
T2_BubbleSort,O0,human,ssdeep,3_O0,5_O0,0
T2_BubbleSort,O0,human,ssdeep,4_O0,5_O0,0
T2_BubbleSort,O0,human,sdhash,2_O0,4_O0,050
T2_BubbleSort,O0,human,sdhash,1_O0,5_O0,022
T2_BubbleSort,O0,human,sdhash,3_O0,1_O0,081
T2_BubbleSort,O0,human,sdhash,2_O0,3_O0,021
T2_BubbleSort,O0,human,sdhash,3_O0,5_O0,019
T2_BubbleSort,O0,human,sdhash,2_O0,1_O0,018
T2_BubbleSort,O0,human,sdhash,2_O0,5_O0,016
T2_BubbleSort,O0,human,sdhash,4_O0,3_O0,026
T2_BubbleSort,O0,human,sdhash,4_O0,1_O0,027
T2_BubbleSort,O0,human,sdhash,4_O0,5_O0,020
T2_BubbleSort,O0,human,radiff2,1_O0,2_O0,0.938
T2_BubbleSort,O0,human,radiff2,1_O0,3_O0,0.978
T2_BubbleSort,O0,human,radiff2,1_O0,4_O0,0.963
T2_BubbleSort,O0,human,radiff2,1_O0,5_O0,0.971
T2_BubbleSort,O0,human,radiff2,2_O0,3_O0,0.938
T2_BubbleSort,O0,human,radiff2,2_O0,4_O0,0.944
T2_BubbleSort,O0,human,radiff2,2_O0,5_O0,0.93
T2_BubbleSort,O0,human,radiff2,3_O0,4_O0,0.951
T2_BubbleSort,O0,human,radiff2,3_O0,5_O0,0.966
T2_BubbleSort,O0,human,radiff2,4_O0,5_O0,0.949
T2_BubbleSort,O0,gemini,ssdeep,1_O0,2_O0,0
T2_BubbleSort,O0,gemini,ssdeep,1_O0,3_O0,0
T2_BubbleSort,O0,gemini,ssdeep,1_O0,4_O0,0
T2_BubbleSort,O0,gemini,ssdeep,1_O0,5_O0,0
T2_BubbleSort,O0,gemini,ssdeep,2_O0,3_O0,0
T2_BubbleSort,O0,gemini,ssdeep,2_O0,4_O0,0
T2_BubbleSort,O0,gemini,ssdeep,2_O0,5_O0,0
T2_BubbleSort,O0,gemini,ssdeep,3_O0,4_O0,0
T2_BubbleSort,O0,gemini,ssdeep,3_O0,5_O0,0
T2_BubbleSort,O0,gemini,ssdeep,4_O0,5_O0,0
T2_BubbleSort,O0,gemini,sdhash,3_O0,4_O0,071
T2_BubbleSort,O0,gemini,sdhash,4_O0,5_O0,071
T2_BubbleSort,O0,gemini,sdhash,1_O0,2_O0,071
T2_BubbleSort,O0,gemini,sdhash,3_O0,5_O0,069
T2_BubbleSort,O0,gemini,sdhash,1_O0,3_O0,069
T2_BubbleSort,O0,gemini,sdhash,1_O0,4_O0,074
T2_BubbleSort,O0,gemini,sdhash,1_O0,5_O0,072
T2_BubbleSort,O0,gemini,sdhash,2_O0,3_O0,073
T2_BubbleSort,O0,gemini,sdhash,2_O0,4_O0,069
T2_BubbleSort,O0,gemini,sdhash,2_O0,5_O0,069
T2_BubbleSort,O0,gemini,radiff2,1_O0,2_O0,0.971
T2_BubbleSort,O0,gemini,radiff2,1_O0,3_O0,0.959
T2_BubbleSort,O0,gemini,radiff2,1_O0,4_O0,0.979
T2_BubbleSort,O0,gemini,radiff2,1_O0,5_O0,0.977
T2_BubbleSort,O0,gemini,radiff2,2_O0,3_O0,0.961
T2_BubbleSort,O0,gemini,radiff2,2_O0,4_O0,0.977
T2_BubbleSort,O0,gemini,radiff2,2_O0,5_O0,0.966
T2_BubbleSort,O0,gemini,radiff2,3_O0,4_O0,0.966
T2_BubbleSort,O0,gemini,radiff2,3_O0,5_O0,0.958
T2_BubbleSort,O0,gemini,radiff2,4_O0,5_O0,0.975
T2_BubbleSort,_clang_O2,human,ssdeep,1_clang_O2,2_clang_O2,0
T2_BubbleSort,_clang_O2,human,ssdeep,1_clang_O2,3_clang_O2,58
T2_BubbleSort,_clang_O2,human,ssdeep,1_clang_O2,4_clang_O2,0
T2_BubbleSort,_clang_O2,human,ssdeep,1_clang_O2,5_clang_O2,0
T2_BubbleSort,_clang_O2,human,ssdeep,2_clang_O2,3_clang_O2,0
T2_BubbleSort,_clang_O2,human,ssdeep,2_clang_O2,4_clang_O2,0
T2_BubbleSort,_clang_O2,human,ssdeep,2_clang_O2,5_clang_O2,0
T2_BubbleSort,_clang_O2,human,ssdeep,3_clang_O2,4_clang_O2,0
T2_BubbleSort,_clang_O2,human,ssdeep,3_clang_O2,5_clang_O2,0
T2_BubbleSort,_clang_O2,human,ssdeep,4_clang_O2,5_clang_O2,0
T2_BubbleSort,_clang_O2,human,sdhash,2_clang_O2,1_clang_O2,018
T2_BubbleSort,_clang_O2,human,sdhash,4_clang_O2,3_clang_O2,018
T2_BubbleSort,_clang_O2,human,sdhash,3_clang_O2,5_clang_O2,019
T2_BubbleSort,_clang_O2,human,sdhash,4_clang_O2,5_clang_O2,015
T2_BubbleSort,_clang_O2,human,sdhash,2_clang_O2,4_clang_O2,022
T2_BubbleSort,_clang_O2,human,sdhash,2_clang_O2,3_clang_O2,020
T2_BubbleSort,_clang_O2,human,sdhash,2_clang_O2,5_clang_O2,019
T2_BubbleSort,_clang_O2,human,sdhash,1_clang_O2,4_clang_O2,017
T2_BubbleSort,_clang_O2,human,sdhash,1_clang_O2,3_clang_O2,080
T2_BubbleSort,_clang_O2,human,sdhash,1_clang_O2,5_clang_O2,024
T2_BubbleSort,_clang_O2,human,radiff2,1_clang_O2,2_clang_O2,0.939
T2_BubbleSort,_clang_O2,human,radiff2,1_clang_O2,3_clang_O2,0.94
T2_BubbleSort,_clang_O2,human,radiff2,1_clang_O2,4_clang_O2,0.963
T2_BubbleSort,_clang_O2,human,radiff2,1_clang_O2,5_clang_O2,0.962
T2_BubbleSort,_clang_O2,human,radiff2,2_clang_O2,3_clang_O2,0.923
T2_BubbleSort,_clang_O2,human,radiff2,2_clang_O2,4_clang_O2,0.935
T2_BubbleSort,_clang_O2,human,radiff2,2_clang_O2,5_clang_O2,0.931
T2_BubbleSort,_clang_O2,human,radiff2,3_clang_O2,4_clang_O2,0.919
T2_BubbleSort,_clang_O2,human,radiff2,3_clang_O2,5_clang_O2,0.931
T2_BubbleSort,_clang_O2,human,radiff2,4_clang_O2,5_clang_O2,0.943
T2_BubbleSort,_clang_O2,gemini,ssdeep,1_clang_O2,2_clang_O2,71
T2_BubbleSort,_clang_O2,gemini,ssdeep,1_clang_O2,3_clang_O2,65
T2_BubbleSort,_clang_O2,gemini,ssdeep,1_clang_O2,4_clang_O2,65
T2_BubbleSort,_clang_O2,gemini,ssdeep,1_clang_O2,5_clang_O2,71
T2_BubbleSort,_clang_O2,gemini,ssdeep,2_clang_O2,3_clang_O2,66
T2_BubbleSort,_clang_O2,gemini,ssdeep,2_clang_O2,4_clang_O2,71
T2_BubbleSort,_clang_O2,gemini,ssdeep,2_clang_O2,5_clang_O2,63
T2_BubbleSort,_clang_O2,gemini,ssdeep,3_clang_O2,4_clang_O2,63
T2_BubbleSort,_clang_O2,gemini,ssdeep,3_clang_O2,5_clang_O2,66
T2_BubbleSort,_clang_O2,gemini,ssdeep,4_clang_O2,5_clang_O2,65
T2_BubbleSort,_clang_O2,gemini,sdhash,2_clang_O2,1_clang_O2,073
T2_BubbleSort,_clang_O2,gemini,sdhash,3_clang_O2,5_clang_O2,067
T2_BubbleSort,_clang_O2,gemini,sdhash,4_clang_O2,3_clang_O2,068
T2_BubbleSort,_clang_O2,gemini,sdhash,2_clang_O2,4_clang_O2,072
T2_BubbleSort,_clang_O2,gemini,sdhash,4_clang_O2,5_clang_O2,068
T2_BubbleSort,_clang_O2,gemini,sdhash,2_clang_O2,3_clang_O2,071
T2_BubbleSort,_clang_O2,gemini,sdhash,2_clang_O2,5_clang_O2,070
T2_BubbleSort,_clang_O2,gemini,sdhash,1_clang_O2,4_clang_O2,069
T2_BubbleSort,_clang_O2,gemini,sdhash,1_clang_O2,3_clang_O2,068
T2_BubbleSort,_clang_O2,gemini,sdhash,1_clang_O2,5_clang_O2,070
T2_BubbleSort,_clang_O2,gemini,radiff2,1_clang_O2,2_clang_O2,0.967
